instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,day_type
6749,2011-10-13,4,0,10,18,0,4,1,3,0.62,0.5758,0.83,0.2537,20.0,248.0,268.0,Weekday
6750,2011-10-13,4,0,10,19,0,4,1,2,0.62,0.5758,0.83,0.1642,18.0,187.0,205.0,Weekday
6751,2011-10-13,4,0,10,20,0,4,1,1,0.62,0.5758,0.83,0.2836,15.0,166.0,181.0,Weekday
6752,2011-10-13,4,0,10,21,0,4,1,1,0.62,0.5758,0.83,0.194,8.0,115.0,123.0,Weekday
6753,2011-10-13,4,0,10,22,0,4,1,1,0.62,0.5758,0.83,0.194,13.0,101.0,114.0,Weekday
6754,2011-10-13,4,0,10,23,0,4,1,2,0.58,0.5455,0.88,0.194,2.0,45.0,47.0,Weekday
6755,2011-10-14,4,0,10,0,0,5,1,1,0.58,0.5455,0.94,0.0896,10.0,29.0,39.0,Weekend
6756,2011-10-14,4,0,10,1,0,5,1,1,0.58,0.5455,0.94,0.1343,8.0,16.0,24.0,Weekend
6757,2011-10-14,4,0,10,2,0,5,1,1,0.56,0.5303,0.94,0.1642,0.0,6.0,6.0,Weekend
6758,2011-10-14,4,0,10,3,0,5,1,1,0.56,0.5303,0.94,0.1343,1.0,6.0,7.0,Weekend
6759,2011-10-14,4,0,10,4,0,5,1,1,0.56,0.5303,0.94,0.194,0.0,8.0,8.0,Weekend
6760,2011-10-14,4,0,10,5,0,5,1,2,0.56,0.5303,0.94,0.1642,0.0,17.0,17.0,Weekend
6761,2011-10-14,4,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.194,4.0,90.0,94.0,Weekend
6762,2011-10-14,4,0,10,7,0,5,1,3,0.56,0.5303,0.88,0.194,10.0,137.0,147.0,Weekend
6763,2011-10-14,4,0,10,8,0,5,1,2,0.56,0.5303,0.9,0.1642,23.0,186.0,209.0,Weekend
6764,2011-10-14,4,0,10,9,0,5,1,2,0.56,0.5303,0.94,0.2239,16.0,164.0,180.0,Weekend
6765,2011-10-14,4,0,10,10,0,5,1,3,0.54,0.5152,0.88,0.3582,17.0,108.0,125.0,Weekend
6766,2011-10-14,4,0,10,11,0,5,1,3,0.52,0.5,0.88,0.1642,11.0,76.0,87.0,Weekend
6767,2011-10-14,4,0,10,12,0,5,1,3,0.52,0.5,0.88,0.1642,13.0,62.0,75.0,Weekend
6768,2011-10-14,4,0,10,13,0,5,1,1,0.56,0.5303,0.73,0.3582,18.0,114.0,132.0,Weekend
6769,2011-10-14,4,0,10,14,0,5,1,1,0.62,0.6212,0.43,0.3582,37.0,119.0,156.0,Weekend
6770,2011-10-14,4,0,10,15,0,5,1,1,0.62,0.6212,0.43,0.2836,61.0,169.0,230.0,Weekend
6771,2011-10-14,4,0,10,16,0,5,1,1,0.6,0.6212,0.43,0.2239,80.0,264.0,344.0,Weekend
6772,2011-10-14,4,0,10,17,0,5,1,1,0.58,0.5455,0.46,0.4179,55.0,426.0,481.0,Weekend
6773,2011-10-14,4,0,10,18,0,5,1,1,0.54,0.5152,0.39,0.2836,62.0,361.0,423.0,Weekend
6774,2011-10-14,4,0,10,19,0,5,1,1,0.54,0.5152,0.39,0.3284,27.0,221.0,248.0,Weekend
6775,2011-10-14,4,0,10,20,0,5,1,1,0.52,0.5,0.42,0.194,19.0,177.0,196.0,Weekend
6776,2011-10-14,4,0,10,21,0,5,1,1,0.5,0.4848,0.45,0.194,22.0,156.0,178.0,Weekend
6777,2011-10-14,4,0,10,22,0,5,1,1,0.46,0.4545,0.59,0.2239,20.0,123.0,143.0,Weekend
6778,2011-10-14,4,0,10,23,0,5,1,1,0.46,0.4545,0.59,0.1642,15.0,80.0,95.0,Weekend
6779,2011-10-15,4,0,10,0,0,6,0,1,0.46,0.4545,0.55,0.1045,18.0,88.0,106.0,Weekend
6780,2011-10-15,4,0,10,1,0,6,0,1,0.46,0.4545,0.55,0.2537,9.0,64.0,73.0,Weekend
6781,2011-10-15,4,0,10,2,0,6,0,1,0.46,0.4545,0.59,0.194,17.0,39.0,56.0,Weekend
6782,2011-10-15,4,0,10,3,0,6,0,1,0.44,0.4394,0.62,0.194,5.0,18.0,23.0,Weekend
6783,2011-10-15,4,0,10,4,0,6,0,1,0.42,0.4242,0.67,0.1343,0.0,6.0,6.0,Weekend
6784,2011-10-15,4,0,10,5,0,6,0,1,0.42,0.4242,0.71,0.1642,1.0,6.0,7.0,Weekend
6785,2011-10-15,4,0,10,6,0,6,0,1,0.4,0.4091,0.71,0.0,5.0,15.0,20.0,Weekend
6786,2011-10-15,4,0,10,7,0,6,0,1,0.4,0.4091,0.76,0.1045,17.0,40.0,57.0,Weekend
6787,2011-10-15,4,0,10,8,0,6,0,1,0.46,0.4545,0.59,0.2836,24.0,101.0,125.0,Weekend
6788,2011-10-15,4,0,10,9,0,6,0,1,0.52,0.5,0.48,0.2985,50.0,157.0,207.0,Weekend
6789,2011-10-15,4,0,10,10,0,6,0,1,0.54,0.5152,0.45,0.4478,114.0,207.0,321.0,Weekend
6790,2011-10-15,4,0,10,11,0,6,0,1,0.56,0.5303,0.4,0.3881,114.0,221.0,335.0,Weekend
6791,2011-10-15,4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,114.0,261.0,375.0,Weekend
6792,2011-10-15,4,0,10,13,0,6,0,1,0.6,0.6212,0.35,0.4627,114.0,223.0,337.0,Weekend
6793,2011-10-15,4,0,10,14,0,6,0,1,0.6,0.6212,0.33,0.4627,114.0,230.0,344.0,Weekend
6794,2011-10-15,4,0,10,15,0,6,0,1,0.62,0.6212,0.31,0.4925,114.0,211.0,325.0,Weekend
6795,2011-10-15,4,0,10,16,0,6,0,1,0.62,0.6212,0.29,0.3881,114.0,264.0,378.0,Weekend
6796,2011-10-15,4,0,10,17,0,6,0,1,0.58,0.5455,0.32,0.2836,114.0,264.0,378.0,Weekend
6797,2011-10-15,4,0,10,18,0,6,0,1,0.54,0.5152,0.39,0.194,114.0,251.0,365.0,Weekend
6798,2011-10-15,4,0,10,19,0,6,0,1,0.5,0.4848,0.51,0.1343,61.0,177.0,238.0,Weekend
6799,2011-10-15,4,0,10,20,0,6,0,1,0.5,0.4848,0.48,0.1343,42.0,137.0,179.0,Weekend
6800,2011-10-15,4,0,10,21,0,6,0,1,0.5,0.4848,0.42,0.2239,53.0,115.0,168.0,Weekend
6801,2011-10-15,4,0,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343,45.0,121.0,166.0,Weekend
6802,2011-10-15,4,0,10,23,0,6,0,1,0.48,0.4697,0.41,0.1642,33.0,102.0,135.0,Weekend
6803,2011-10-16,4,0,10,0,0,0,0,1,0.46,0.4545,0.44,0.1343,22.0,85.0,107.0,Weekday
6804,2011-10-16,4,0,10,1,0,0,0,1,0.44,0.4394,0.47,0.1343,13.0,64.0,77.0,Weekday
6805,2011-10-16,4,0,10,2,0,0,0,1,0.42,0.4242,0.54,0.1343,13.0,52.0,65.0,Weekday
6806,2011-10-16,4,0,10,3,0,0,0,1,0.42,0.4242,0.54,0.1343,11.0,31.0,42.0,Weekday
6807,2011-10-16,4,0,10,4,0,0,0,1,0.42,0.4242,0.54,0.194,5.0,7.0,12.0,Weekday
6808,2011-10-16,4,0,10,5,0,0,0,1,0.42,0.4242,0.54,0.1642,1.0,6.0,7.0,Weekday
6809,2011-10-16,4,0,10,6,0,0,0,1,0.38,0.3939,0.66,0.1642,3.0,7.0,10.0,Weekday
6810,2011-10-16,4,0,10,7,0,0,0,1,0.4,0.4091,0.62,0.1343,9.0,39.0,48.0,Weekday
6811,2011-10-16,4,0,10,8,0,0,0,1,0.44,0.4394,0.62,0.194,28.0,71.0,99.0,Weekday
6812,2011-10-16,4,0,10,9,0,0,0,1,0.5,0.4848,0.45,0.2239,39.0,151.0,190.0,Weekday
6813,2011-10-16,4,0,10,10,0,0,0,1,0.54,0.5152,0.45,0.2537,114.0,226.0,340.0,Weekday
6814,2011-10-16,4,0,10,11,0,0,0,1,0.56,0.5303,0.35,0.2836,114.0,218.0,332.0,Weekday
6815,2011-10-16,4,0,10,12,0,0,0,1,0.58,0.5455,0.35,0.2537,114.0,277.0,391.0,Weekday
6816,2011-10-16,4,0,10,13,0,0,0,1,0.6,0.6212,0.35,0.2985,114.0,269.0,383.0,Weekday
6817,2011-10-16,4,0,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985,114.0,258.0,372.0,Weekday
6818,2011-10-16,4,0,10,15,0,0,0,1,0.62,0.6212,0.35,0.3881,114.0,230.0,344.0,Weekday
6819,2011-10-16,4,0,10,16,0,0,0,1,0.6,0.6212,0.46,0.3881,114.0,289.0,403.0,Weekday
6820,2011-10-16,4,0,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627,114.0,253.0,367.0,Weekday
6821,2011-10-16,4,0,10,18,0,0,0,1,0.56,0.5303,0.49,0.4478,102.0,226.0,328.0,Weekday
6822,2011-10-16,4,0,10,19,0,0,0,1,0.54,0.5152,0.52,0.3881,52.0,181.0,233.0,Weekday
6823,2011-10-16,4,0,10,20,0,0,0,1,0.54,0.5152,0.52,0.4627,49.0,129.0,178.0,Weekday
6824,2011-10-16,4,0,10,21,0,0,0,1,0.54,0.5152,0.52,0.3881,14.0,88.0,102.0,Weekday
6825,2011-10-16,4,0,10,22,0,0,0,1,0.56,0.5303,0.49,0.4179,42.0,88.0,130.0,Weekday
6826,2011-10-16,4,0,10,23,0,0,0,1,0.56,0.5303,0.52,0.4179,14.0,48.0,62.0,Weekday
6827,2011-10-17,4,0,10,0,0,1,1,1,0.54,0.5152,0.56,0.3284,12.0,25.0,37.0,Weekday
6828,2011-10-17,4,0,10,1,0,1,1,1,0.56,0.5303,0.54,0.3881,2.0,15.0,17.0,Weekday
6829,2011-10-17,4,0,10,2,0,1,1,1,0.56,0.5303,0.54,0.3881,4.0,3.0,7.0,Weekday
6830,2011-10-17,4,0,10,3,0,1,1,1,0.56,0.5303,0.49,0.194,0.0,2.0,2.0,Weekday
6831,2011-10-17,4,0,10,4,0,1,1,1,0.52,0.5,0.59,0.1642,2.0,3.0,5.0,Weekday
6832,2011-10-17,4,0,10,5,0,1,1,1,0.5,0.4848,0.63,0.2985,1.0,28.0,29.0,Weekday
6833,2011-10-17,4,0,10,6,0,1,1,1,0.5,0.4848,0.55,0.2537,7.0,107.0,114.0,Weekday
6834,2011-10-17,4,0,10,7,0,1,1,2,0.5,0.4848,0.55,0.1642,10.0,299.0,309.0,Weekday
6835,2011-10-17,4,0,10,8,0,1,1,2,0.5,0.4848,0.51,0.2537,33.0,381.0,414.0,Weekday
6836,2011-10-17,4,0,10,9,0,1,1,2,0.5,0.4848,0.45,0.2836,26.0,180.0,206.0,Weekday
6837,2011-10-17,4,0,10,10,0,1,1,1,0.52,0.5,0.45,0.1642,43.0,92.0,135.0,Weekday
6838,2011-10-17,4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0.0,35.0,131.0,166.0,Weekday
6839,2011-10-17,4,0,10,12,0,1,1,1,0.56,0.5303,0.4,0.0896,39.0,166.0,205.0,Weekday
6840,2011-10-17,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,49.0,156.0,205.0,Weekday
6841,2011-10-17,4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.194,44.0,122.0,166.0,Weekday
6842,2011-10-17,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,66.0,142.0,208.0,Weekday
6843,2011-10-17,4,0,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537,64.0,238.0,302.0,Weekday
6844,2011-10-17,4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,80.0,499.0,579.0,Weekday
6845,2011-10-17,4,0,10,18,0,1,1,1,0.56,0.5303,0.6,0.0,49.0,469.0,518.0,Weekday
6846,2011-10-17,4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,45.0,288.0,333.0,Weekday
6847,2011-10-17,4,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,40.0,189.0,229.0,Weekday
6848,2011-10-17,4,0,10,21,0,1,1,1,0.5,0.4848,0.77,0.1045,36.0,141.0,177.0,Weekday
6849,2011-10-17,4,0,10,22,0,1,1,1,0.5,0.4848,0.77,0.0,16.0,88.0,104.0,Weekday
6850,2011-10-17,4,0,10,23,0,1,1,2,0.48,0.4697,0.88,0.0,10.0,52.0,62.0,Weekday
6851,2011-10-18,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0.0,8.0,23.0,31.0,Weekday
6852,2011-10-18,4,0,10,1,0,2,1,2,0.46,0.4545,0.88,0.0,4.0,7.0,11.0,Weekday
6853,2011-10-18,4,0,10,2,0,2,1,1,0.44,0.4394,0.94,0.0896,1.0,4.0,5.0,Weekday
6854,2011-10-18,4,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,0.0,1.0,1.0,Weekday
6855,2011-10-18,4,0,10,4,0,2,1,2,0.44,0.4394,0.94,0.1045,0.0,4.0,4.0,Weekday
6856,2011-10-18,4,0,10,5,0,2,1,2,0.46,0.4545,0.88,0.0,2.0,19.0,21.0,Weekday
6857,2011-10-18,4,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,4.0,105.0,109.0,Weekday
6858,2011-10-18,4,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896,15.0,326.0,341.0,Weekday
6859,2011-10-18,4,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896,25.0,474.0,499.0,Weekday
6860,2011-10-18,4,0,10,9,0,2,1,2,0.52,0.5,0.77,0.0896,29.0,198.0,227.0,Weekday
6861,2011-10-18,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0.0,27.0,75.0,102.0,Weekday
6862,2011-10-18,4,0,10,11,0,2,1,2,0.6,0.6212,0.49,0.1045,35.0,112.0,147.0,Weekday
6863,2011-10-18,4,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896,42.0,159.0,201.0,Weekday
6864,2011-10-18,4,0,10,13,0,2,1,2,0.64,0.6212,0.38,0.194,48.0,171.0,219.0,Weekday
6865,2011-10-18,4,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,32.0,137.0,169.0,Weekday
6866,2011-10-18,4,0,10,15,0,2,1,1,0.62,0.6212,0.5,0.194,66.0,139.0,205.0,Weekday
6867,2011-10-18,4,0,10,16,0,2,1,1,0.62,0.6212,0.57,0.2537,58.0,246.0,304.0,Weekday
6868,2011-10-18,4,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343,72.0,499.0,571.0,Weekday
6869,2011-10-18,4,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,58.0,499.0,557.0,Weekday
6870,2011-10-18,4,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045,31.0,286.0,317.0,Weekday
6871,2011-10-18,4,0,10,20,0,2,1,1,0.54,0.5152,0.64,0.1642,23.0,204.0,227.0,Weekday
6872,2011-10-18,4,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343,28.0,178.0,206.0,Weekday
6873,2011-10-18,4,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,22.0,115.0,137.0,Weekday
6874,2011-10-18,4,0,10,23,0,2,1,2,0.52,0.5,0.77,0.194,7.0,63.0,70.0,Weekday
6875,2011-10-19,4,0,10,0,0,3,1,2,0.52,0.5,0.77,0.194,11.0,23.0,34.0,Weekday
6876,2011-10-19,4,0,10,1,0,3,1,2,0.52,0.5,0.77,0.194,7.0,9.0,16.0,Weekday
6877,2011-10-19,4,0,10,2,0,3,1,2,0.52,0.5,0.77,0.194,1.0,6.0,7.0,Weekday
6878,2011-10-19,4,0,10,4,0,3,1,3,0.5,0.4848,0.94,0.194,0.0,3.0,3.0,Weekday
6879,2011-10-19,4,0,10,5,0,3,1,3,0.5,0.4848,1.0,0.1045,0.0,3.0,3.0,Weekday
6880,2011-10-19,4,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,3.0,28.0,31.0,Weekday
6881,2011-10-19,4,0,10,7,0,3,1,3,0.52,0.5,0.77,0.2537,1.0,67.0,68.0,Weekday
6882,2011-10-19,4,0,10,8,0,3,1,3,0.54,0.5152,0.7,0.4925,10.0,200.0,210.0,Weekday
6883,2011-10-19,4,0,10,9,0,3,1,3,0.52,0.5,0.88,0.4925,17.0,185.0,202.0,Weekday
6884,2011-10-19,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,14.0,109.0,123.0,Weekday
6885,2011-10-19,4,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537,33.0,116.0,149.0,Weekday
6886,2011-10-19,4,0,10,12,0,3,1,3,0.52,0.5,0.94,0.3284,13.0,117.0,130.0,Weekday
6887,2011-10-19,4,0,10,13,0,3,1,2,0.54,0.5152,0.94,0.2836,20.0,86.0,106.0,Weekday
6888,2011-10-19,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642,17.0,80.0,97.0,Weekday
6889,2011-10-19,4,0,10,15,0,3,1,3,0.54,0.5152,1.0,0.1343,21.0,99.0,120.0,Weekday
6890,2011-10-19,4,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642,21.0,180.0,201.0,Weekday
6891,2011-10-19,4,0,10,17,0,3,1,3,0.56,0.5303,0.94,0.1642,11.0,170.0,181.0,Weekday
6892,2011-10-19,4,0,10,18,0,3,1,3,0.56,0.5303,1.0,0.1642,8.0,132.0,140.0,Weekday
6893,2011-10-19,4,0,10,19,0,3,1,2,0.6,0.5455,0.88,0.1343,8.0,189.0,197.0,Weekday
6894,2011-10-19,4,0,10,20,0,3,1,3,0.6,0.5152,0.94,0.0896,5.0,140.0,145.0,Weekday
6895,2011-10-19,4,0,10,21,0,3,1,2,0.58,0.5455,0.94,0.1343,6.0,79.0,85.0,Weekday
6896,2011-10-19,4,0,10,22,0,3,1,2,0.58,0.5455,0.94,0.3582,13.0,94.0,107.0,Weekday
6897,2011-10-19,4,0,10,23,0,3,1,2,0.58,0.5455,0.94,0.3582,14.0,55.0,69.0,Weekday
6898,2011-10-20,4,0,10,0,0,4,1,1,0.56,0.5303,0.94,0.2985,4.0,22.0,26.0,Weekday
6899,2011-10-20,4,0,10,1,0,4,1,1,0.56,0.5303,0.88,0.3582,4.0,11.0,15.0,Weekday
6900,2011-10-20,4,0,10,2,0,4,1,1,0.56,0.5303,0.88,0.4478,0.0,4.0,4.0,Weekday
6901,2011-10-20,4,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627,0.0,1.0,1.0,Weekday
6902,2011-10-20,4,0,10,4,0,4,1,1,0.5,0.4848,0.82,0.4627,2.0,6.0,8.0,Weekday
6903,2011-10-20,4,0,10,5,0,4,1,1,0.48,0.4697,0.82,0.3582,2.0,24.0,26.0,Weekday
6904,2011-10-20,4,0,10,6,0,4,1,1,0.44,0.4394,0.82,0.4179,5.0,87.0,92.0,Weekday
6905,2011-10-20,4,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478,15.0,303.0,318.0,Weekday
6906,2011-10-20,4,0,10,8,0,4,1,1,0.44,0.4394,0.67,0.5224,17.0,409.0,426.0,Weekday
6907,2011-10-20,4,0,10,9,0,4,1,1,0.44,0.4394,0.67,0.5821,26.0,197.0,223.0,Weekday
6908,2011-10-20,4,0,10,10,0,4,1,1,0.46,0.4545,0.59,0.4478,25.0,105.0,130.0,Weekday
6909,2011-10-20,4,0,10,11,0,4,1,1,0.48,0.4697,0.55,0.5224,30.0,99.0,129.0,Weekday
6910,2011-10-20,4,0,10,12,0,4,1,1,0.48,0.4697,0.48,0.5224,28.0,171.0,199.0,Weekday
6911,2011-10-20,4,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.5821,28.0,136.0,164.0,Weekday
6912,2011-10-20,4,0,10,14,0,4,1,2,0.48,0.4697,0.48,0.5522,38.0,117.0,155.0,Weekday
6913,2011-10-20,4,0,10,15,0,4,1,2,0.48,0.4697,0.51,0.4478,22.0,138.0,160.0,Weekday
6914,2011-10-20,4,0,10,16,0,4,1,2,0.48,0.4697,0.51,0.4478,31.0,203.0,234.0,Weekday
6915,2011-10-20,4,0,10,17,0,4,1,2,0.48,0.4697,0.48,0.3881,56.0,438.0,494.0,Weekday
6916,2011-10-20,4,0,10,18,0,4,1,2,0.46,0.4545,0.51,0.2985,39.0,430.0,469.0,Weekday
6917,2011-10-20,4,0,10,19,0,4,1,1,0.46,0.4545,0.51,0.3582,20.0,278.0,298.0,Weekday
6918,2011-10-20,4,0,10,20,0,4,1,2,0.46,0.4545,0.51,0.3284,34.0,207.0,241.0,Weekday
6919,2011-10-20,4,0,10,21,0,4,1,1,0.44,0.4394,0.51,0.2985,16.0,149.0,165.0,Weekday
6920,2011-10-20,4,0,10,22,0,4,1,1,0.44,0.4394,0.51,0.3284,22.0,106.0,128.0,Weekday
6921,2011-10-20,4,0,10,23,0,4,1,1,0.42,0.4242,0.58,0.2537,7.0,83.0,90.0,Weekday
6922,2011-10-21,4,0,10,0,0,5,1,1,0.4,0.4091,0.62,0.2537,8.0,42.0,50.0,Weekend
6923,2011-10-21,4,0,10,1,0,5,1,1,0.4,0.4091,0.62,0.2239,7.0,19.0,26.0,Weekend
6924,2011-10-21,4,0,10,2,0,5,1,1,0.38,0.3939,0.66,0.1642,6.0,12.0,18.0,Weekend
6925,2011-10-21,4,0,10,3,0,5,1,1,0.36,0.3485,0.71,0.1343,0.0,7.0,7.0,Weekend
6926,2011-10-21,4,0,10,4,0,5,1,1,0.36,0.3485,0.71,0.1642,0.0,6.0,6.0,Weekend
6927,2011-10-21,4,0,10,5,0,5,1,1,0.34,0.3333,0.76,0.194,0.0,31.0,31.0,Weekend
6928,2011-10-21,4,0,10,6,0,5,1,1,0.36,0.3485,0.71,0.1642,7.0,78.0,85.0,Weekend
6929,2011-10-21,4,0,10,7,0,5,1,1,0.36,0.3485,0.71,0.1642,5.0,228.0,233.0,Weekend
6930,2011-10-21,4,0,10,8,0,5,1,1,0.4,0.4091,0.62,0.194,16.0,386.0,402.0,Weekend
6931,2011-10-21,4,0,10,9,0,5,1,2,0.42,0.4242,0.58,0.1343,33.0,189.0,222.0,Weekend
6932,2011-10-21,4,0,10,10,0,5,1,1,0.46,0.4545,0.51,0.1642,32.0,106.0,138.0,Weekend
6933,2011-10-21,4,0,10,11,0,5,1,1,0.5,0.4848,0.45,0.2239,39.0,135.0,174.0,Weekend
6934,2011-10-21,4,0,10,12,0,5,1,1,0.5,0.4848,0.45,0.2985,47.0,193.0,240.0,Weekend
6935,2011-10-21,4,0,10,13,0,5,1,1,0.48,0.4697,0.48,0.3284,43.0,163.0,206.0,Weekend
6936,2011-10-21,4,0,10,14,0,5,1,1,0.52,0.5,0.42,0.2985,67.0,131.0,198.0,Weekend
6937,2011-10-21,4,0,10,15,0,5,1,1,0.5,0.4848,0.45,0.2836,57.0,178.0,235.0,Weekend
6938,2011-10-21,4,0,10,16,0,5,1,1,0.5,0.4848,0.45,0.2537,60.0,242.0,302.0,Weekend
6939,2011-10-21,4,0,10,17,0,5,1,2,0.46,0.4545,0.51,0.2537,79.0,445.0,524.0,Weekend
6940,2011-10-21,4,0,10,18,0,5,1,2,0.44,0.4394,0.54,0.2537,43.0,354.0,397.0,Weekend
6941,2011-10-21,4,0,10,19,0,5,1,2,0.44,0.4394,0.54,0.3881,25.0,228.0,253.0,Weekend
6942,2011-10-21,4,0,10,20,0,5,1,2,0.44,0.4394,0.54,0.2239,29.0,155.0,184.0,Weekend
6943,2011-10-21,4,0,10,21,0,5,1,1,0.42,0.4242,0.58,0.1642,31.0,112.0,143.0,Weekend
6944,2011-10-21,4,0,10,22,0,5,1,1,0.42,0.4242,0.54,0.1642,24.0,89.0,113.0,Weekend
6945,2011-10-21,4,0,10,23,0,5,1,1,0.4,0.4091,0.62,0.2239,18.0,99.0,117.0,Weekend
6946,2011-10-22,4,0,10,0,0,6,0,1,0.4,0.4091,0.62,0.194,16.0,80.0,96.0,Weekend
6947,2011-10-22,4,0,10,1,0,6,0,1,0.4,0.4091,0.62,0.194,20.0,50.0,70.0,Weekend
6948,2011-10-22,4,0,10,2,0,6,0,1,0.4,0.4091,0.62,0.2537,6.0,25.0,31.0,Weekend
6949,2011-10-22,4,0,10,3,0,6,0,1,0.4,0.4091,0.62,0.1343,1.0,19.0,20.0,Weekend
6950,2011-10-22,4,0,10,4,0,6,0,1,0.38,0.3939,0.66,0.0896,4.0,4.0,8.0,Weekend
6951,2011-10-22,4,0,10,5,0,6,0,1,0.38,0.3939,0.66,0.0,1.0,7.0,8.0,Weekend
6952,2011-10-22,4,0,10,6,0,6,0,1,0.36,0.3788,0.71,0.0,1.0,17.0,18.0,Weekend
6953,2011-10-22,4,0,10,7,0,6,0,1,0.36,0.3636,0.76,0.1045,8.0,49.0,57.0,Weekend
6954,2011-10-22,4,0,10,8,0,6,0,1,0.4,0.4091,0.71,0.0,26.0,88.0,114.0,Weekend
6955,2011-10-22,4,0,10,9,0,6,0,1,0.42,0.4242,0.67,0.0896,47.0,122.0,169.0,Weekend
6956,2011-10-22,4,0,10,10,0,6,0,2,0.44,0.4394,0.62,0.1045,87.0,149.0,236.0,Weekend
6957,2011-10-22,4,0,10,11,0,6,0,2,0.44,0.4394,0.62,0.1045,110.0,172.0,282.0,Weekend
6958,2011-10-22,4,0,10,12,0,6,0,1,0.46,0.4545,0.55,0.0896,114.0,211.0,325.0,Weekend
6959,2011-10-22,4,0,10,13,0,6,0,1,0.5,0.4848,0.45,0.0,114.0,186.0,300.0,Weekend
6960,2011-10-22,4,0,10,14,0,6,0,2,0.48,0.4697,0.48,0.2239,114.0,177.0,291.0,Weekend
6961,2011-10-22,4,0,10,15,0,6,0,1,0.48,0.4697,0.51,0.2239,114.0,223.0,337.0,Weekend
6962,2011-10-22,4,0,10,16,0,6,0,1,0.5,0.4848,0.45,0.194,114.0,190.0,304.0,Weekend
6963,2011-10-22,4,0,10,17,0,6,0,1,0.46,0.4545,0.55,0.1343,114.0,217.0,331.0,Weekend
6964,2011-10-22,4,0,10,18,0,6,0,1,0.44,0.4394,0.54,0.0896,111.0,224.0,335.0,Weekend
6965,2011-10-22,4,0,10,19,0,6,0,1,0.44,0.4394,0.67,0.0,47.0,173.0,220.0,Weekend
6966,2011-10-22,4,0,10,20,0,6,0,1,0.42,0.4242,0.67,0.0,48.0,111.0,159.0,Weekend
6967,2011-10-22,4,0,10,21,0,6,0,1,0.4,0.4091,0.76,0.0,37.0,120.0,157.0,Weekend
6968,2011-10-22,4,0,10,22,0,6,0,1,0.4,0.4091,0.76,0.0,30.0,114.0,144.0,Weekend
6969,2011-10-22,4,0,10,23,0,6,0,1,0.38,0.3939,0.82,0.0,27.0,81.0,108.0,Weekend
6970,2011-10-23,4,0,10,0,0,0,0,1,0.36,0.3788,0.87,0.0,24.0,64.0,88.0,Weekday
6971,2011-10-23,4,0,10,1,0,0,0,1,0.36,0.3788,0.87,0.0,11.0,60.0,71.0,Weekday
6972,2011-10-23,4,0,10,2,0,0,0,1,0.34,0.3485,0.87,0.0896,10.0,40.0,50.0,Weekday
6973,2011-10-23,4,0,10,3,0,0,0,1,0.34,0.3636,0.87,0.0,15.0,31.0,46.0,Weekday
6974,2011-10-23,4,0,10,4,0,0,0,1,0.34,0.3636,0.87,0.0,5.0,1.0,6.0,Weekday
6975,2011-10-23,4,0,10,5,0,0,0,1,0.32,0.3485,0.87,0.0,1.0,2.0,3.0,Weekday
6976,2011-10-23,4,0,10,6,0,0,0,1,0.32,0.3333,0.87,0.1045,0.0,12.0,12.0,Weekday
6977,2011-10-23,4,0,10,7,0,0,0,1,0.34,0.3485,0.87,0.0896,3.0,18.0,21.0,Weekday
