instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,days_since_start,avg_bike_rental_per_day,season_label,rolling_avg,casual_avg,registered_avg
327,2011-11-23,4,0,11,0,3,1,2,0.440833,0.430537,0.757917,0.335825,112.0,2454,2566,326,4504.35,Fall,3205.3,458.1333333333333,2747.1666666666665
328,2011-11-24,4,0,11,1,4,0,1,0.373333,0.372471,0.549167,0.167304,560.0,935,1495,327,4504.35,Fall,3175.866666666667,450.6,2725.266666666667
329,2011-11-25,4,0,11,0,5,1,1,0.375,0.380671,0.64375,0.0988958,1095.0,1697,2792,328,4504.35,Fall,3159.5666666666666,449.1333333333333,2710.4333333333334
330,2011-11-26,4,0,11,0,6,0,1,0.375833,0.385087,0.681667,0.0684208,1249.0,1819,3068,329,4504.35,Fall,3168.133333333333,459.53333333333336,2708.6
331,2011-11-27,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810.0,2261,3071,330,4504.35,Fall,3147.3,457.43333333333334,2689.866666666667
332,2011-11-28,4,0,11,0,1,1,1,0.503478,0.490122,0.743043,0.142122,253.0,3614,3867,331,4504.35,Fall,3122.0666666666666,419.7,2702.366666666667
333,2011-11-29,4,0,11,0,2,1,2,0.458333,0.451375,0.830833,0.258092,96.0,2818,2914,332,4504.35,Fall,3115.6,391.4,2724.2
334,2011-11-30,4,0,11,0,3,1,1,0.325,0.311221,0.613333,0.271158,188.0,3425,3613,333,4504.35,Fall,3090.733333333333,377.5,2713.233333333333
335,2011-12-01,4,0,12,0,4,1,1,0.3125,0.305554,0.524583,0.220158,182.0,3545,3727,334,4504.35,Fall,3074.5333333333333,368.56666666666666,2705.9666666666667
336,2011-12-02,4,0,12,0,5,1,1,0.314167,0.331433,0.625833,0.100754,268.0,3672,3940,335,4504.35,Fall,3133.2,369.6666666666667,2763.5333333333333
337,2011-12-03,4,0,12,0,6,0,1,0.299167,0.310604,0.612917,0.0957833,706.0,2908,3614,336,4504.35,Fall,3122.733333333333,374.2,2748.5333333333333
338,2011-12-04,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634.0,2851,3485,337,4504.35,Fall,3090.7,373.3666666666667,2717.3333333333335
339,2011-12-05,4,0,12,0,1,1,2,0.385833,0.393925,0.827083,0.0622083,233.0,3578,3811,338,4504.35,Fall,3082.0333333333333,350.6,2731.4333333333334
340,2011-12-06,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126.0,2468,2594,339,4504.35,Fall,3089.7,331.56666666666666,2758.133333333333
341,2011-12-07,4,0,12,0,3,1,3,0.41,0.400246,0.970417,0.266175,50.0,655,705,340,4504.35,Fall,3086.2,327.8,2758.4
342,2011-12-08,4,0,12,0,4,1,1,0.265833,0.256938,0.58,0.240058,150.0,3172,3322,341,4504.35,Fall,3134.9,333.06666666666666,2801.8333333333335
343,2011-12-09,4,0,12,0,5,1,1,0.290833,0.317542,0.695833,0.0827167,261.0,3359,3620,342,4504.35,Fall,3123.0,334.76666666666665,2788.233333333333
344,2011-12-10,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502.0,2688,3190,343,4504.35,Fall,3106.866666666667,321.26666666666665,2785.6
345,2011-12-11,4,0,12,0,0,0,1,0.220833,0.253154,0.49,0.0665417,377.0,2366,2743,344,4504.35,Fall,3038.9333333333334,294.8666666666667,2744.0666666666666
346,2011-12-12,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143.0,3167,3310,345,4504.35,Fall,2980.5666666666666,267.56666666666666,2713.0
347,2011-12-13,4,0,12,0,2,1,1,0.2825,0.301138,0.59,0.14055,155.0,3368,3523,346,4504.35,Fall,2916.9333333333334,244.0,2672.9333333333334
348,2011-12-14,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178.0,3562,3740,347,4504.35,Fall,2864.766666666667,244.06666666666666,2620.7
349,2011-12-15,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181.0,3528,3709,348,4504.35,Fall,2848.4,249.33333333333334,2599.0666666666666
350,2011-12-16,4,0,12,0,5,1,2,0.375,0.359825,0.500417,0.260575,178.0,3399,3577,349,4504.35,Fall,2827.9333333333334,259.43333333333334,2568.5
351,2011-12-17,4,0,12,0,6,0,2,0.258333,0.249371,0.560833,0.243167,275.0,2464,2739,350,4504.35,Fall,2786.5333333333333,275.53333333333336,2511.0
352,2011-12-18,4,0,12,0,0,0,1,0.238333,0.245579,0.58625,0.169779,220.0,2211,2431,351,4504.35,Fall,2731.6666666666665,289.46666666666664,2442.2
353,2011-12-19,4,0,12,0,1,1,1,0.276667,0.280933,0.6375,0.172896,260.0,3143,3403,352,4504.35,Fall,2676.233333333333,274.06666666666666,2402.1666666666665
354,2011-12-20,4,0,12,0,2,1,2,0.385833,0.396454,0.595417,0.0615708,216.0,3534,3750,353,4504.35,Fall,2634.6,255.9,2378.7
355,2011-12-21,1,0,12,0,3,1,2,0.428333,0.428017,0.858333,0.2214,107.0,2553,2660,354,4504.35,Winter,2586.5,251.3,2335.2
356,2011-12-22,1,0,12,0,4,1,2,0.423333,0.426121,0.7575,0.047275,227.0,2841,3068,355,4504.35,Winter,2609.1,251.76666666666668,2357.3333333333335
357,2011-12-23,1,0,12,0,5,1,1,0.373333,0.377513,0.68625,0.274246,163.0,2046,2209,356,4504.35,Winter,2722.2,260.3333333333333,2461.866666666667
358,2011-12-24,1,0,12,0,6,0,1,0.3025,0.299242,0.5425,0.190304,155.0,856,1011,357,4504.35,Winter,2762.1666666666665,291.0,2471.1666666666665
359,2011-12-25,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303.0,451,754,358,4504.35,Winter,2755.6666666666665,302.26666666666665,2453.4
360,2011-12-26,1,0,12,1,1,0,1,0.321739,0.315535,0.506957,0.239465,430.0,887,1317,359,4504.35,Winter,2728.5333333333333,289.06666666666666,2439.4666666666667
361,2011-12-27,1,0,12,0,2,1,2,0.325,0.327633,0.7625,0.18845,103.0,1059,1162,360,4504.35,Winter,2757.0333333333333,282.26666666666665,2474.766666666667
362,2011-12-28,1,0,12,0,3,1,1,0.29913,0.279974,0.503913,0.293961,255.0,2047,2302,361,4504.35,Winter,2719.266666666667,280.56666666666666,2438.7
363,2011-12-29,1,0,12,0,4,1,1,0.248333,0.263892,0.574167,0.119412,254.0,2169,2423,362,4504.35,Winter,2738.4,284.3666666666667,2454.0333333333333
364,2011-12-30,1,0,12,0,5,1,1,0.311667,0.318812,0.636667,0.134337,491.0,2508,2999,363,4504.35,Winter,2720.866666666667,284.23333333333335,2436.633333333333
365,2011-12-31,1,0,12,0,6,0,1,0.41,0.414121,0.615833,0.220154,665.0,1820,2485,364,4504.35,Winter,2680.3333333333335,289.3,2391.0333333333333
366,2012-01-01,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686.0,1608,2294,365,4504.35,Winter,2638.133333333333,292.8333333333333,2345.3
367,2012-01-02,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244.0,1707,1951,366,4504.35,Winter,2623.4333333333334,290.9,2332.5333333333333
368,2012-01-03,1,1,1,0,2,1,1,0.15,0.126275,0.44125,0.365671,89.0,2147,2236,367,4504.35,Winter,2640.233333333333,287.8,2352.4333333333334
369,2012-01-04,1,1,1,0,3,1,2,0.1075,0.119337,0.414583,0.1847,95.0,2273,2368,368,4504.35,Winter,2639.3333333333335,282.76666666666665,2356.5666666666666
370,2012-01-05,1,1,1,0,4,1,1,0.265833,0.278412,0.524167,0.129987,140.0,3132,3272,369,4504.35,Winter,2624.0666666666666,279.9,2344.1666666666665
371,2012-01-06,1,1,1,0,5,1,1,0.334167,0.340267,0.542083,0.167908,307.0,3791,4098,370,4504.35,Winter,2640.8333333333335,280.1666666666667,2360.6666666666665
372,2012-01-07,1,1,1,0,6,0,1,0.393333,0.390779,0.531667,0.174758,1070.0,3451,4521,371,4504.35,Winter,2581.9333333333334,274.8333333333333,2307.1
373,2012-01-08,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599.0,2826,3425,372,4504.35,Winter,2574.2,275.93333333333334,2298.266666666667
374,2012-01-09,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106.0,2270,2376,373,4504.35,Winter,2621.5666666666666,275.6,2345.9666666666667
375,2012-01-10,1,1,1,0,2,1,1,0.308696,0.318826,0.646522,0.187552,173.0,3425,3598,374,4504.35,Winter,2741.0666666666666,280.1333333333333,2460.9333333333334
376,2012-01-11,1,1,1,0,3,1,2,0.274167,0.282821,0.8475,0.131221,92.0,2085,2177,375,4504.35,Winter,2839.5,281.3666666666667,2558.133333333333
377,2012-01-12,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269.0,3828,4097,376,4504.35,Winter,2936.6,286.06666666666666,2650.5333333333333
378,2012-01-13,1,1,1,0,5,1,1,0.274167,0.249362,0.5075,0.378108,174.0,3040,3214,377,4504.35,Winter,2975.0666666666666,286.53333333333336,2688.5333333333333
379,2012-01-14,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333.0,2160,2493,378,4504.35,Winter,3028.4,303.9,2724.5
380,2012-01-15,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284.0,2027,2311,379,4504.35,Winter,3036.5333333333333,306.1333333333333,2730.4
381,2012-01-16,1,1,1,1,1,0,1,0.19,0.190663,0.5225,0.231358,217.0,2081,2298,380,4504.35,Winter,3074.5,288.1666666666667,2786.3333333333335
382,2012-01-17,1,1,1,0,2,1,2,0.373043,0.364278,0.716087,0.34913,127.0,2808,2935,381,4504.35,Winter,3148.3333333333335,276.1,2872.233333333333
383,2012-01-18,1,1,1,0,3,1,1,0.303333,0.275254,0.443333,0.415429,109.0,3267,3376,382,4504.35,Winter,3235.9333333333334,278.1,2957.8333333333335
384,2012-01-19,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130.0,3162,3292,383,4504.35,Winter,3286.766666666667,281.46666666666664,3005.3
385,2012-01-20,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115.0,3048,3163,384,4504.35,Winter,3346.2,288.6333333333333,3057.5666666666666
386,2012-01-21,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67.0,1234,1301,385,4504.35,Winter,3331.5333333333333,296.76666666666665,3034.766666666667
387,2012-01-22,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196.0,1781,1977,386,4504.35,Winter,3293.1666666666665,297.1333333333333,2996.0333333333333
388,2012-01-23,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145.0,2287,2432,387,4504.35,Winter,3268.6,268.3333333333333,3000.266666666667
389,2012-01-24,1,1,1,0,2,1,1,0.3425,0.349108,0.835833,0.123767,439.0,3900,4339,388,4504.35,Winter,3300.266666666667,255.0,3045.266666666667
390,2012-01-25,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467.0,3803,4270,389,4504.35,Winter,3314.4666666666667,255.1,3059.366666666667
391,2012-01-26,1,1,1,0,4,1,2,0.341667,0.35605,0.769583,0.0733958,244.0,3831,4075,390,4504.35,Winter,3322.2,254.76666666666668,3067.4333333333334
392,2012-01-27,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269.0,3187,3456,391,4504.35,Winter,3377.3333333333335,259.26666666666665,3118.0666666666666
393,2012-01-28,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775.0,3248,4023,392,4504.35,Winter,3313.0666666666666,256.7,3056.366666666667
394,2012-01-29,1,1,1,0,0,0,1,0.2825,0.272721,0.31125,0.24005,558.0,2685,3243,393,4504.35,Winter,3256.9,253.33333333333334,3003.5666666666666
395,2012-01-30,1,1,1,0,1,1,1,0.269167,0.262625,0.400833,0.215792,126.0,3498,3624,394,4504.35,Winter,3287.866666666667,245.36666666666667,3042.5
396,2012-01-31,1,1,1,0,2,1,1,0.39,0.381317,0.416667,0.261817,324.0,4185,4509,395,4504.35,Winter,3341.5666666666666,240.4,3101.1666666666665
397,2012-02-01,1,1,2,0,3,1,1,0.469167,0.466538,0.507917,0.189067,304.0,4275,4579,396,4504.35,Winter,3403.9333333333334,237.86666666666667,3166.0666666666666
398,2012-02-02,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190.0,3571,3761,397,4504.35,Winter,3406.266666666667,236.1,3170.1666666666665
399,2012-02-03,1,1,2,0,5,1,1,0.313333,0.309346,0.526667,0.178496,310.0,3841,4151,398,4504.35,Winter,3432.2,244.1,3188.1
400,2012-02-04,1,1,2,0,6,0,2,0.264167,0.272725,0.779583,0.121896,384.0,2448,2832,399,4504.35,Winter,3466.4,287.6,3178.8
401,2012-02-05,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318.0,2629,2947,400,4504.35,Winter,3450.6,304.3666666666667,3146.233333333333
402,2012-02-06,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206.0,3578,3784,401,4504.35,Winter,3511.5333333333333,318.8666666666667,3192.6666666666665
403,2012-02-07,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199.0,4176,4375,402,4504.35,Winter,3571.5333333333333,317.76666666666665,3253.766666666667
404,2012-02-08,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109.0,2693,2802,403,4504.35,Winter,3649.5666666666666,326.06666666666666,3323.5
405,2012-02-09,1,1,2,0,4,1,1,0.265,0.261988,0.562083,0.194037,163.0,3667,3830,404,4504.35,Winter,3673.6666666666665,328.6333333333333,3345.0333333333333
406,2012-02-10,1,1,2,0,5,1,2,0.280833,0.293558,0.54,0.116929,227.0,3604,3831,405,4504.35,Winter,3647.5666666666666,321.26666666666665,3326.3
407,2012-02-11,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192.0,1977,2169,406,4504.35,Winter,3602.8,323.7,3279.1
408,2012-02-12,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73.0,1456,1529,407,4504.35,Winter,3600.5666666666666,331.9,3268.6666666666665
409,2012-02-13,1,1,2,0,1,1,1,0.2225,0.227913,0.41125,0.167283,94.0,3328,3422,408,4504.35,Winter,3610.5333333333333,314.5,3296.0333333333333
410,2012-02-14,1,1,2,0,2,1,2,0.319167,0.333946,0.50875,0.141179,135.0,3787,3922,409,4504.35,Winter,3647.866666666667,303.53333333333336,3344.3333333333335
411,2012-02-15,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141.0,4028,4169,410,4504.35,Winter,3588.2,301.5,3286.7
412,2012-02-16,1,1,2,0,4,1,2,0.316667,0.330162,0.752917,0.091425,74.0,2931,3005,411,4504.35,Winter,3604.233333333333,301.53333333333336,3302.7
413,2012-02-17,1,1,2,0,5,1,1,0.343333,0.351629,0.634583,0.205846,349.0,3805,4154,412,4504.35,Winter,3558.0666666666666,299.6,3258.4666666666667
414,2012-02-18,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435.0,2883,4318,413,4504.35,Winter,3568.233333333333,325.1333333333333,3243.1
415,2012-02-19,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618.0,2071,2689,414,4504.35,Winter,3543.9666666666667,338.46666666666664,3205.5
416,2012-02-20,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502.0,2627,3129,415,4504.35,Winter,3560.6666666666665,332.43333333333334,3228.233333333333
417,2012-02-21,1,1,2,0,2,1,1,0.287826,0.295113,0.594348,0.205717,163.0,3614,3777,416,4504.35,Winter,3594.3,329.2,3265.1
418,2012-02-22,1,1,2,0,3,1,1,0.395833,0.392667,0.567917,0.234471,394.0,4379,4773,417,4504.35,Winter,3632.0333333333333,336.73333333333335,3295.3
419,2012-02-23,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516.0,4546,5062,418,4504.35,Winter,3665.6,346.3,3319.3
420,2012-02-24,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246.0,3241,3487,419,4504.35,Winter,3724.5,357.56666666666666,3366.9333333333334
421,2012-02-25,1,1,2,0,6,0,1,0.290833,0.255675,0.395833,0.421642,317.0,2415,2732,420,4504.35,Winter,3734.1,384.4,3349.7
422,2012-02-26,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515.0,2874,3389,421,4504.35,Winter,3770.1,432.1,3338.0
423,2012-02-27,1,1,2,0,1,1,1,0.366667,0.357954,0.490833,0.268033,253.0,4069,4322,422,4504.35,Winter,3874.4,453.6333333333333,3420.766666666667
424,2012-02-28,1,1,2,0,2,1,1,0.359167,0.353525,0.395833,0.193417,229.0,4134,4363,423,4504.35,Winter,4018.3333333333335,476.6,3541.733333333333
425,2012-02-29,1,1,2,0,3,1,2,0.344348,0.34847,0.804783,0.179117,65.0,1769,1834,424,4504.35,Winter,4114.666666666667,506.7,3607.9666666666667
426,2012-03-01,1,1,3,0,4,1,1,0.485833,0.475371,0.615417,0.226987,325.0,4665,4990,425,4504.35,Winter,4190.333333333333,535.7,3654.633333333333
427,2012-03-02,1,1,3,0,5,1,2,0.353333,0.359842,0.657083,0.144904,246.0,2948,3194,426,4504.35,Winter,4197.3,549.2666666666667,3648.0333333333333
428,2012-03-03,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956.0,3110,4066,427,4504.35,Winter,4358.333333333333,622.3583333333333,3706.366666666667
429,2012-03-04,1,1,3,0,0,0,1,0.325833,0.303021,0.403333,0.334571,710.0,2713,3423,428,4504.35,Winter,4416.266666666666,684.2916666666666,3702.366666666667
430,2012-03-05,1,1,3,0,1,1,1,0.243333,0.241171,0.50625,0.228858,203.0,3130,3333,429,4504.35,Winter,4477.433333333333,669.1916666666667,3778.633333333333
431,2012-03-06,1,1,3,0,2,1,1,0.258333,0.255042,0.456667,0.200875,221.0,3735,3956,430,4504.35,Winter,4590.9,683.625,3877.6666666666665
432,2012-03-07,1,1,3,0,3,1,1,0.404167,0.3851,0.513333,0.345779,432.0,4484,4916,431,4504.35,Winter,4694.266666666666,704.2916666666666,3960.366666666667
433,2012-03-08,1,1,3,0,4,1,1,0.5275,0.524604,0.5675,0.441563,486.0,4896,5382,432,4504.35,Winter,4797.4,743.325,4024.4666666666667
434,2012-03-09,1,1,3,0,5,1,2,0.410833,0.397083,0.407083,0.4148,447.0,4122,4569,433,4504.35,Winter,4917.033333333334,805.75,4074.9333333333334
435,2012-03-10,1,1,3,0,6,0,1,0.2875,0.277767,0.350417,0.22575,968.0,3150,4118,434,4504.35,Winter,4860.7,822.9833333333333,4001.366666666667
436,2012-03-11,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658.0,3253,4911,435,4504.35,Winter,4911.0,865.85,4008.8
437,2012-03-12,1,1,3,0,1,1,1,0.466667,0.459592,0.489167,0.207713,838.0,4460,5298,436,4504.35,Winter,5005.2,881.7833333333333,4087.0666666666666
438,2012-03-13,1,1,3,0,2,1,1,0.565,0.542929,0.6175,0.23695,762.0,5085,5847,437,4504.35,Winter,5062.3,882.3166666666667,4143.633333333333
439,2012-03-14,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997.0,5315,6312,438,4504.35,Winter,5108.166666666667,896.35,4175.466666666666
440,2012-03-15,1,1,3,0,4,1,1,0.5575,0.532825,0.579583,0.149883,1005.0,5187,6192,439,4504.35,Winter,5167.166666666667,916.5166666666667,4214.3
441,2012-03-16,1,1,3,0,5,1,2,0.435833,0.436229,0.842083,0.113192,548.0,3830,4378,440,4504.35,Winter,5288.0,940.8833333333333,4310.766666666666
442,2012-03-17,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,2266.75,4681,7836,441,4504.35,Winter,5329.5,1005.6083333333333,4286.4
443,2012-03-18,1,1,3,0,0,0,2,0.4725,0.464,0.81,0.126883,2207.0,3685,5892,442,4504.35,Winter,5424.4,1072.9666666666667,4311.266666666666
444,2012-03-19,1,1,3,0,1,1,1,0.545,0.532821,0.72875,0.162317,982.0,5171,6153,443,4504.35,Winter,5486.733333333334,1081.3666666666666,4365.2
445,2012-03-20,1,1,3,0,2,1,1,0.560833,0.538533,0.807917,0.121271,1051.0,5042,6093,444,4504.35,Winter,5598.366666666667,1102.6333333333334,4455.566666666667
446,2012-03-21,2,1,3,0,3,1,2,0.531667,0.513258,0.82125,0.0895583,1122.0,5108,6230,445,4504.35,Spring,5701.8,1131.1333333333334,4530.5
447,2012-03-22,2,1,3,0,4,1,1,0.554167,0.531567,0.83125,0.117562,1334.0,5537,6871,446,4504.35,Spring,5785.166666666667,1163.5,4581.5
448,2012-03-23,2,1,3,0,5,1,2,0.601667,0.570067,0.694167,0.1163,2266.75,5893,8362,447,4504.35,Spring,5836.633333333333,1209.3333333333333,4587.133333333333
449,2012-03-24,2,1,3,0,6,0,2,0.5025,0.486733,0.885417,0.192783,1033.0,2339,3372,448,4504.35,Spring,5885.8,1268.6916666666666,4544.1
450,2012-03-25,2,1,3,0,0,0,2,0.4375,0.437488,0.880833,0.220775,1532.0,3464,4996,449,4504.35,Spring,5905.8,1328.125,4504.666666666667
451,2012-03-26,2,1,3,0,1,1,1,0.445833,0.43875,0.477917,0.386821,795.0,4763,5558,450,4504.35,Spring,5954.7,1326.025,4555.666666666667
452,2012-03-27,2,1,3,0,2,1,1,0.323333,0.315654,0.29,0.187192,531.0,4571,5102,451,4504.35,Spring,5988.266666666666,1298.0583333333334,4617.2
453,2012-03-28,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674.0,5024,5698,452,4504.35,Spring,5973.733333333334,1286.1916666666666,4614.533333333334
454,2012-03-29,2,1,3,0,4,1,1,0.494167,0.482304,0.439167,0.31965,834.0,5299,6133,453,4504.35,Spring,5959.133333333333,1282.8916666666667,4603.233333333334
455,2012-03-30,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796.0,4663,5459,454,4504.35,Spring,5962.0,1291.3916666666667,4597.6
456,2012-03-31,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2266.75,3934,6235,455,4504.35,Spring,6004.266666666666,1333.45,4580.2
457,2012-04-01,2,1,4,0,0,0,2,0.425833,0.417287,0.67625,0.172267,2266.75,3694,6041,456,4504.35,Spring,6096.066666666667,1390.7416666666666,4595.4
458,2012-04-02,2,1,4,0,1,1,1,0.433913,0.427513,0.504348,0.312139,1208.0,4728,5936,457,4504.35,Spring,6047.2,1355.1166666666666,4611.766666666666
459,2012-04-03,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348.0,5424,6772,458,4504.35,Spring,6073.833333333333,1314.5166666666667,4679.0
460,2012-04-04,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058.0,5378,6436,459,4504.35,Spring,6014.3,1293.35,4640.633333333333
461,2012-04-05,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192.0,5265,6457,460,4504.35,Spring,6030.033333333334,1286.5166666666667,4663.2
462,2012-04-06,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807.0,4653,6460,461,4504.35,Spring,6065.366666666667,1293.7833333333333,4691.266666666666
463,2012-04-07,2,1,4,0,6,0,1,0.4375,0.426129,0.254167,0.274871,2266.75,3605,6857,462,4504.35,Spring,6057.133333333333,1324.875,4642.8
464,2012-04-08,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230.0,2939,5169,463,4504.35,Spring,5812.633333333333,1253.3166666666666,4476.6
465,2012-04-09,2,1,4,0,1,1,1,0.489167,0.476638,0.3175,0.358196,905.0,4680,5585,464,4504.35,Spring,5807.366666666667,1225.3833333333334,4499.266666666666
466,2012-04-10,2,1,4,0,2,1,1,0.446667,0.436233,0.435,0.249375,819.0,5099,5918,465,4504.35,Spring,5828.6,1191.5833333333333,4554.3
467,2012-04-11,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482.0,4380,4862,466,4504.35,Spring,5849.866666666667,1186.9166666666667,4580.233333333334
468,2012-04-12,2,1,4,0,4,1,1,0.3975,0.387604,0.46625,0.290429,663.0,4746,5409,467,4504.35,Spring,5847.333333333333,1185.05,4579.566666666667
469,2012-04-13,2,1,4,0,5,1,1,0.4425,0.431808,0.408333,0.155471,1252.0,5146,6398,468,4504.35,Spring,5865.166666666667,1196.3833333333334,4586.066666666667
470,2012-04-14,2,1,4,0,6,0,1,0.495,0.487996,0.502917,0.190917,2266.75,4665,7460,469,4504.35,Spring,5801.4,1205.9166666666667,4512.766666666666
471,2012-04-15,2,1,4,0,0,0,1,0.606667,0.573875,0.507917,0.225129,2266.75,4286,7132,470,4504.35,Spring,5829.566666666667,1253.6833333333334,4493.166666666667
472,2012-04-16,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198.0,5172,6370,471,4504.35,Spring,5807.466666666666,1200.2916666666667,4525.6
473,2012-04-17,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989.0,5702,6691,472,4504.35,Spring,5797.433333333333,1146.5,4572.033333333334
474,2012-04-18,2,1,4,0,3,1,2,0.463333,0.457038,0.569167,0.167912,347.0,4020,4367,473,4504.35,Spring,5805.2,1128.4666666666667,4597.833333333333
475,2012-04-19,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846.0,5719,6565,474,4504.35,Spring,5793.5,1109.0,4605.6
476,2012-04-20,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340.0,5950,7290,475,4504.35,Spring,5788.833333333333,1109.3666666666666,4600.566666666667
477,2012-04-21,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2266.75,4083,6624,476,4504.35,Spring,5803.033333333334,1145.1916666666666,4571.3
478,2012-04-22,2,1,4,0,0,0,3,0.396667,0.389504,0.835417,0.344546,120.0,907,1027,477,4504.35,Spring,5799.666666666667,1156.125,4557.0
479,2012-04-23,2,1,4,0,1,1,2,0.321667,0.301125,0.766667,0.303496,195.0,3019,3214,478,4504.35,Spring,5780.2,1114.1666666666667,4612.333333333333
480,2012-04-24,2,1,4,0,2,1,1,0.413333,0.405283,0.454167,0.249383,518.0,5115,5633,479,4504.35,Spring,5798.833333333333,1064.4333333333334,4680.7
481,2012-04-25,2,1,4,0,3,1,1,0.476667,0.470317,0.427917,0.118792,655.0,5541,6196,480,4504.35,Spring,5769.9,1054.9333333333334,4661.266666666666
482,2012-04-26,2,1,4,0,4,1,2,0.498333,0.483583,0.756667,0.176625,475.0,4551,5026,481,4504.35,Spring,5791.7,1061.8333333333333,4676.166666666667
483,2012-04-27,2,1,4,0,5,1,1,0.4575,0.452637,0.400833,0.347633,1014.0,5219,6233,482,4504.35,Spring,5863.966666666666,1089.7333333333333,4720.533333333334
484,2012-04-28,2,1,4,0,6,0,2,0.376667,0.377504,0.489583,0.129975,1120.0,3100,4220,483,4504.35,Spring,5931.3,1143.1916666666666,4722.566666666667
485,2012-04-29,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229.0,4075,6304,484,4504.35,Spring,5921.966666666666,1173.8583333333333,4682.566666666667
486,2012-04-30,2,1,4,0,1,1,2,0.464167,0.457696,0.57,0.171638,665.0,4907,5572,485,4504.35,Spring,5768.066666666667,1109.7,4610.433333333333
487,2012-05-01,2,1,5,0,2,1,2,0.613333,0.577021,0.659583,0.156096,653.0,5087,5740,486,4504.35,Spring,5700.833333333333,1054.975,4617.233333333334
488,2012-05-02,2,1,5,0,3,1,1,0.564167,0.537896,0.797083,0.138058,667.0,5502,6169,487,4504.35,Spring,5735.966666666666,1048.075,4659.266666666666
